english_word,transliteration,arabic_script_1,arabic_script_2,part_of_speech,difficulty_level,category,banjarese_phrase,english_phrase,image_url,sequence_number,
win,menang,مناڠ,مناڠ,verb,2,juara,Menang lomba lari,Win the running race,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,75
lose,kalah,کالح,کالح,verb,1,eleh,Kalah main catur,Lose at chess,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
competition,perlombaan,ڤرلومباان,ڤرلومباان,noun,3,lomba,Perlombaan 17 Agustus,August 17 competition,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
prize,hadiah,هادياح,هادياح,noun,2,pelajaran,Hadiah untuk juara,Prize for the winner,https://images.unsplash.com/photo-1513475382585-d06e58bcb0e0?w=200&h=200&fit=crop&crop=center,70
champion,juara,جوارا,جوارا,noun,2,jawara,Juara satu dapat medali,First champion gets medal,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
medal,medali,مدالي,مدالي,noun,2,pingat,Medali emas berkilau,Gold medal shines,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,60
trophy,piala,ڤيالا,ڤيالا,noun,2,trophy,Piala juara besar,Champion trophy is big,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,60
team,tim,تيم,تيم,noun,1,grup,Tim sepak bola kuat,Football team is strong,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,75
player,pemain,ڤماين,ڤماين,noun,2,atlet,Pemain bola terkenal,Football player is famous,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,75
coach,pelatih,ڤلاتيح,ڤلاتيح,noun,2,guru,Pelatih berpengalaman,Experienced coach,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
referee,wasit,واسيت,واسيت,noun,2,juri,Wasit adil memimpin,Referee fairly leads,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,60
stadium,stadion,ستاديون,ستاديون,noun,2,lapangan,Stadion penuh penonton,Stadium full of spectators,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
audience,penonton,ڤنونتون,ڤنونتون,noun,2,pamirsa,Penonton bersorak gembira,Audience cheers happily,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
cheer,bersorak,برسوراک,برسوراک,verb,2,seneng,Bersorak untuk tim,Cheer for the team,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
goal,gol,ګول,ګول,noun,1,goal,Gol indah spektakuler,Beautiful spectacular goal,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
score,skor,سکور,سکور,noun,1,angka,Skor akhir dua satu,Final score two one,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
match,pertandingan,ڤرتانديڠان,ڤرتانديڠان,noun,3,tandhing,Pertandingan seru menarik,Exciting interesting match,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
game,permainan,ڤرماينان,ڤرماينان,noun,3,dolanan,Permainan anak tradisional,Traditional children's games,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,80
ball,bola,بولا,بولا,noun,1,bal,Bola sepak bulat,Football is round,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,85
kick,tendang,تندڠ,تندڠ,verb,2,sepak,Tendang bola ke gawang,Kick ball to goal,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
throw,lempar,لمڤار,لمڤار,verb,2,buwang,Lempar bola jauh,Throw ball far,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
field,lapangan,لاڤڠان,لاڤڠان,noun,2,alun-alun,Lapangan rumput hijau,Green grass field,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,75
court,lapangan,لاڤڠان,لاڤڠان,noun,2,alun-alun,Lapangan basket indoor,Indoor basketball court,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
pool,kolam,کولم,کولم,noun,1,embung,Kolam renang bersih,Swimming pool is clean,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,70
gym,gymnasium,ګيمناسيوم,ګيمناسيوم,noun,3,tempat olahraga,Gym lengkap modern,Complete modern gym,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,60
equipment,peralatan,ڤرالاتان,ڤرالاتان,noun,3,piranti,Peralatan olahraga lengkap,Complete sports equipment,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
uniform,seragam,سراګم,سراګم,noun,2,baju seragam,Seragam sekolah rapi,School uniform is neat,https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?w=200&h=200&fit=crop&crop=center,70
holiday,liburan,ليبوران,ليبوران,noun,2,preian,Liburan ke pantai,Holiday to the beach,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,80
vacation,cuti,چوتي,چوتي,noun,2,preian,Cuti panjang menyenangkan,Long vacation is fun,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,70
travel,perjalanan,ڤرجالانان,ڤرجالانان,noun,3,lelungan,Perjalanan jauh melelahkan,Long journey is tiring,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,70
trip,wisata,ويساتا,ويساتا,noun,2,piknik,Wisata keluarga seru,Family trip is fun,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=200&h=200&fit=crop&crop=center,75
tourist,wisatawan,ويساتاوان,ويساتاوان,noun,3,turis,Wisatawan asing banyak,Many foreign tourists,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=200&h=200&fit=crop&crop=center,65
guide,pemandu,ڤماندو,ڤماندو,noun,2,guide,Pemandu wisata ramah,Tour guide is friendly,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,60
hotel,hotel,هوتل,هوتل,noun,2,penginapan,Hotel mewah mahal,Luxury hotel is expensive,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,70
resort,resor,رسور,رسور,noun,2,wisma,Resor pantai indah,Beach resort is beautiful,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,60
booking,reservasi,رسرواسي,رسرواسي,noun,3,pesan,Reservasi kamar hotel,Hotel room booking,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,55
passport,paspor,ڤاسڤور,ڤاسڤور,noun,2,surat jalan,Paspor untuk ke luar negeri,Passport for going abroad,https://images.unsplash.com/photo-1455390582262-044cdead277a?w=200&h=200&fit=crop&crop=center,60
visa,visa,ويسا,ويسا,noun,2,izin,Visa turis tiga bulan,Tourist visa three months,https://images.unsplash.com/photo-1455390582262-044cdead277a?w=200&h=200&fit=crop&crop=center,55
airport,bandara,باندارا,باندارا,noun,2,lapangan terbang,Bandara internasional besar,Big international airport,https://images.unsplash.com/photo-1436491865332-7a61a109cc05?w=200&h=200&fit=crop&crop=center,65
flight,penerbangan,ڤنربڠان,ڤنربڠان,noun,3,terbang,Penerbangan delay dua jam,Flight delayed two hours,https://images.unsplash.com/photo-1436491865332-7a61a109cc05?w=200&h=200&fit=crop&crop=center,60
pilot,pilot,ڤيلوت,ڤيلوت,noun,2,penerbang,Pilot pesawat berpengalaman,Airplane pilot is experienced,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,55
ticket,tiket,تيکت,تيکت,noun,2,karcis,Tiket pesawat mahal,Airplane ticket is expensive,https://images.unsplash.com/photo-1436491865332-7a61a109cc05?w=200&h=200&fit=crop&crop=center,70
luggage,bagasi,باګاسي,باګاسي,noun,2,koper,Bagasi pesawat penuh,Airplane luggage is full,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?w=200&h=200&fit=crop&crop=center,60
departure,keberangkatan,کبرڠکاتان,کبرڠکاتان,noun,4,budhal,Keberangkatan jam delapan,Departure at eight o'clock,https://images.unsplash.com/photo-1436491865332-7a61a109cc05?w=200&h=200&fit=crop&crop=center,55
arrival,kedatangan,کداتڠان,کداتڠان,noun,3,rawuh,Kedatangan tamu penting,Arrival of important guest,https://images.unsplash.com/photo-1436491865332-7a61a109cc05?w=200&h=200&fit=crop&crop=center,60
destination,tujuan,توجوان,توجوان,noun,2,target,Tujuan wisata populer,Popular tourist destination,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,65
distance,jarak,جاراک,جاراک,noun,2,adoh,Jarak tempuh jauh,Travel distance is far,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,70
map,peta,ڤتا,ڤتا,noun,1,denah,Peta jalan akurat,Road map is accurate,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,70
direction,arah,ارح,ارح,noun,2,kiblat,Arah mata angin,Cardinal direction,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,70
north,utara,اوتارا,اوتارا,noun,2,lor,Utara Kalimantan dingin,North Kalimantan is cold,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,60
south,selatan,سلاتان,سلاتان,noun,2,kidul,Selatan Indonesia panas,South Indonesia is hot,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,65
east,timur,تيمور,تيمور,noun,2,wetan,Timur matahari terbit,East where sun rises,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,65
west,barat,بارات,بارات,noun,2,kulon,Barat matahari tenggelam,West where sun sets,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,65
center,tengah,تڠح,تڠح,noun,2,tengah,Tengah kota ramai,City center is busy,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,70
left,kiri,کيري,کيري,adjective,1,kiwa,Belok kiri di lampu merah,Turn left at red light,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,80
right,kanan,کانان,کانان,adjective,1,tengen,Belok kanan setelah jembatan,Turn right after bridge,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,80
straight,lurus,لوروس,لوروس,adjective,2,jejeg,Jalan lurus panjang,Straight road is long,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=200&h=200&fit=crop&crop=center,75
near,dekat,ديکات,ديکات,adjective,2,cedhak,Rumah dekat sekolah,House is near school,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,80
far,jauh,جاووح,جاووح,adjective,1,adoh,Rumah jauh dari kota,House is far from city,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,80
inside,dalam,دالم,دالم,preposition,2,njero,Dalam rumah sejuk,Inside house is cool,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,75
outside,luar,لوار,لوار,preposition,2,njaba,Luar rumah panas,Outside house is hot,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,75
above,atas,اتاس,اتاس,preposition,2,ndhuwur,Atas meja ada buku,Above table there are books,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=200&h=200&fit=crop&crop=center,70
below,bawah,باووح,باووح,preposition,2,ngisor,Bawah meja ada kucing,Below table there is a cat,https://images.unsplash.com/photo-1514888286974-6c03e2ca1dba?w=200&h=200&fit=crop&crop=center,70
between,antara,انتارا,انتارا,preposition,2,antarane,Antara rumah dan sekolah,Between house and school,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=centerfamous,terkenal,ترکنال,ترکنال,adjective,3,kondhang,Artis terkenal cantik,Famous artists are beautiful,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,60
unknown,tidak terkenal,تيدک ترکنال,تيدک ترکنال,adjective,4,ora kondhang,Orang tidak terkenal biasa,Unknown people are ordinary,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,50
health,kesehatan,کسهاتان,کسهاتان,noun,3,waras,Kesehatan itu penting,Health is important,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,75
disease,penyakit,ڤڽاکيت,ڤڽاکيت,noun,2,lara,Penyakit menular berbahaya,Infectious diseases are dangerous,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
fever,demam,دمم,دمم,noun,2,mriyang,Demam tinggi bahaya,High fever is dangerous,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
cough,batuk,باتوک,باتوک,noun,1,watuk,Batuk tidak sembuh-sembuh,Cough doesn't heal,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,75
cold,pilek,ڤيليک,ڤيليک,noun,2,meler,Pilek karena kehujanan,Cold due to getting rained on,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
headache,sakit kepala,ساکيت کڤالا,ساکيت کڤالا,noun,3,mumet,Sakit kepala pusing,Headache is dizzy,https://images.unsplash.com/photo-1559757148-5c350d0d3c56?w=200&h=200&fit=crop&crop=center,70
toothache,sakit gigi,ساکيت ګيګي,ساکيت ګيګi,noun,3,linu,Sakit gigi tidak tahan,Toothache is unbearable,https://images.unsplash.com/photo-1588776814546-daab30f310ce?w=200&h=200&fit=crop&crop=center,65
stomachache,sakit perut,ساکيت ڤروت,ساکيت ڤروت,noun,3,mules,Sakit perut mulas,Stomachache cramps,https://images.unsplash.com/photo-1559757175-0eb30cd8c063?w=200&h=200&fit=crop&crop=center,70
pain,sakit,ساکيت,ساکيت,noun,1,lara,Sakit badan demam,Body pain fever,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,80
wound,luka,لوکا,لوکا,noun,1,tatu,Luka berdarah parah,Wound bleeds severely,https://images.unsplash.com/photo-1559757175-0eb30cd8c063?w=200&h=200&fit=crop&crop=center,65
blood,darah,دارح,دارح,noun,1,getih,Darah merah mengalir,Red blood flows,https://images.unsplash.com/photo-1559757175-0eb30cd8c063?w=200&h=200&fit=crop&crop=center,70
bandage,perban,ڤربان,ڤربان,noun,2,tali,Perban untuk luka,Bandage for wounds,https://images.unsplash.com/photo-1585435557343-3b092031d8d8?w=200&h=200&fit=crop&crop=center,60
injection,suntik,سونتيک,سونتيک,noun,2,injeksi,Suntik obat sakit,Inject medicine for pain,https://images.unsplash.com/photo-1585435557343-3b092031d8d8?w=200&h=200&fit=crop&crop=center,65
surgery,operasi,اوڤراسي,اوڤراسي,noun,3,bedah,Operasi jantung berat,Heart surgery is heavy,https://images.unsplash.com/photo-1538108149393-fbbd81895907?w=200&h=200&fit=crop&crop=center,55
vitamins,vitamin,ويتامين,ويتامين,noun,2,gizi,Vitamin untuk kesehatan,Vitamins for health,https://images.unsplash.com/photo-1585435557343-3b092031d8d8?w=200&h=200&fit=crop&crop=center,65
exercise,olahraga,اولهراګا,اولهراګا,noun,3,senam,Olahraga pagi sehat,Morning exercise is healthy,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
sport,olahraga,اولهراګا,اولهراګا,noun,3,dolanan,Olahraga bola favorit,Ball sports favorite,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
football,sepak bola,سڤک بولا,سڤک بولا,noun,3,bal-balan,Sepak bola olahraga populer,Football is popular sport,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,75
basketball,bola basket,بولا باسکت,بولا باسکت,noun,3,basket,Bola basket tinggi,Basketball is high,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
volleyball,bola voli,بولا وولي,بولا وولي,noun,3,voli,Bola voli tim putra,Volleyball men's team,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
badminton,bulu tangkis,بولو تڠکيس,بولو تڠکيس,noun,3,bulutangkis,Bulu tangkis Indonesia jago,Indonesia is good at badminton,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,60
tennis,tenis,تنيس,تنيس,noun,2,tenis,Tenis lapangan rumput,Tennis grass court,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,55
swimming,berenang,برناڠ,برناڠ,noun,2,nglangi,Berenang di kolam,Swimming in the pool,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,70
running,lari,لاري,لاري,noun,1,mlayu,Lari pagi sehat,Morning running is healthy,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,75
cycling,bersepeda,برسڤدا,برسڤدا,noun,2,numpak pit,Bersepeda keliling kota,Cycling around the city,https://images.unsplash.com/photo-1558618978-fcd61c61cd04?w=200&h=200&fit=crop&crop=center,65
music,musik,موسيک,موسيک,noun,2,gending,Musik klasik indah,Classical music is beautiful,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,75
song,lagu,لاګو,لاګو,noun,1,tembang,Lagu daerah merdu,Regional songs are melodious,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,80
sing,nyanyi,ڽڽي,ڽڽي,verb,2,nembang,Nyanyi lagu Banjar,Sing Banjarese songs,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,75
dance,menari,مناري,مناري,verb,2,joged,Menari tarian tradisional,Dance traditional dances,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,65
guitar,gitar,ګيتار,ګيتار,noun,2,kecapi,Gitar akustik bagus,Acoustic guitar is good,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,70
piano,piano,ڤيانو,ڤيانو,noun,2,piano,Piano klasik mahal,Classical piano is expensive,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,60
drum,drum,دروم,دروم,noun,1,kendhang,Drum keras berisik,Drums are loud and noisy,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,65
flute,seruling,سرولياڠ,سرولياڠ,noun,2,suling,Seruling bambu merdu,Bamboo flute is melodious,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,55
art,seni,سني,سني,noun,2,kesenian,Seni lukis indah,Painting art is beautiful,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,65
painting,lukisan,لوکيسان,لوکيسان,noun,2,gambar,Lukisan pemandangan alam,Nature landscape painting,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,60
drawing,menggambar,مڠګامبار,مڠګامبار,verb,3,nggawe gambar,Menggambar bunga cantik,Drawing beautiful flowers,https://images.unsplash.com/photo-1518709268805-4e9042af2176?w=200&h=200&fit=crop&crop=center,65
color,warna,وارنا,وارنا,noun,2,warni,Warna pelangi indah,Rainbow colors are beautiful,https://images.unsplash.com/photo-1518709268805-4e9042af2176?w=200&h=200&fit=crop&crop=center,75
photo,foto,فوتو,فوتو,noun,1,gambar,Foto keluarga lengkap,Complete family photo,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=200&h=200&fit=crop&crop=center,80
camera,kamera,کامرا,کامرا,noun,2,kodak,Kamera digital canggih,Digital camera is sophisticated,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,65
